id_venta,fecha,producto,categoria,precio,cantidad,cliente,ciudad,sucursal,metodo_pago,vendedor,turno
4481,2024-10-27,Calcetines,Ropa,34.37,19,Víctor Salinas,Tijuana,Sucursal Norte,Tarjeta de Débito,Iván Espinoza,Nocturno
4482,2024-11-16,Rompecabezas,Juguetes,363.73,7,Alberto Varela,Guadalajara,Sucursal Norte,Efectivo,Andrés Mora,Vespertino
4483,2024-09-07,Calcetines,Ropa,32.63,1,Miguel González,Mérida,Sucursal Centro,Transferencia,Natalia Rojas,Nocturno
4484,2025-02-03,Zapatos Deportivos,Deportes,1497.3,11,Daniela Herrera,Puebla,Sucursal Norte,Transferencia,Irene Castillo,Matutino
4485,2025-08-23,Detergente,Hogar,134.52,13,Adriana Molina,Puebla,Sucursal Centro,Transferencia,Rodrigo Salinas,Matutino
4486,2025-09-28,Pelota de Fútbol,Deportes,435.58,3,Ximena Paredes,Mérida,Sucursal Norte,Tarjeta de Crédito,Ramón Delgado,Nocturno
4487,2024-08-11,Chocolate,Alimentos,76.0,7,Rebeca Campos,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Rosa Méndez,Matutino
4488,2024-07-20,Zapatos Deportivos,Deportes,1843.31,16,Julio Cortez,Guadalajara,Sucursal Centro,Tarjeta de Débito,Felipe Ríos,Matutino
4489,2024-01-09,Grapadora,Papelería,154.45,16,Víctor Salinas,Tijuana,Sucursal Norte,Tarjeta de Débito,Iván Espinoza,Nocturno
4490,2024-02-17,Café,Alimentos,170.95,1,Ximena Paredes,Mérida,Sucursal Centro,Tarjeta de Crédito,Natalia Rojas,Nocturno
4491,2024-05-26,Lámpara,Hogar,257.91,15,Andrés Vargas,Tijuana,Sucursal Norte,Tarjeta de Débito,Iván Espinoza,Nocturno
4492,2024-10-17,Lámpara,Hogar,592.65,18,Camila Díaz,Puebla,Sucursal Centro,Tarjeta de Crédito,Rodrigo Salinas,Matutino
4493,2024-08-03,Crema Facial,Belleza,358.03,16,María Martínez,Ciudad de México,Sucursal Sur,Transferencia,Ernesto Campos,Nocturno
4494,2025-11-27,Camiseta,Ropa,396.27,1,Manuel Bravo,Ciudad de México,Sucursal Norte,Transferencia,Rosa Méndez,Matutino
4495,2025-09-04,Muñeca,Juguetes,571.91,1,Mónica Ibáñez,Mérida,Sucursal Norte,Efectivo,Ramón Delgado,Nocturno
4496,2025-10-18,Mouse,Electrónica,379.05,3,Marco Sánchez,Mérida,Sucursal Norte,Tarjeta de Crédito,Cecilia Ortiz,Matutino
4497,2025-08-26,Tijeras,Papelería,58.9,7,Tomás Vega,Tijuana,Sucursal Centro,Tarjeta de Crédito,Alejandro Medina,Matutino
4498,2024-01-22,Chocolate,Alimentos,71.63,6,Arturo Navarro,Guadalajara,Sucursal Centro,Transferencia,Claudia Vega,Nocturno
4499,2024-03-27,Muñeca,Juguetes,352.21,9,Roberto Reyes,Ciudad de México,Sucursal Norte,Transferencia,Jorge Vargas,Vespertino
4500,2024-09-29,Carro de Juguete,Juguetes,286.99,2,Ximena Paredes,Guadalajara,Sucursal Norte,Efectivo,Patricia Lara,Matutino
4501,2025-05-07,Folder,Papelería,45.17,13,Silvia Fuentes,Guadalajara,Sucursal Norte,Transferencia,Andrés Mora,Vespertino
4502,2025-12-26,Carro de Juguete,Juguetes,269.33,19,Julio Cortez,León,Sucursal Centro,Transferencia,Daniel Cervantes,Nocturno
4503,2024-11-09,Folder,Papelería,46.9,1,Elena Delgado,Guadalajara,Sucursal Sur,Transferencia,Héctor Lima,Nocturno
4504,2025-07-21,Zapatos Deportivos,Deportes,1013.02,14,Rosa Ávila,Ciudad de México,Sucursal Centro,Efectivo,Miguel Peña,Matutino
4505,2024-10-13,Cuaderno,Papelería,106.72,6,Carlos López,Guadalajara,Sucursal Norte,Efectivo,Andrés Mora,Vespertino
4506,2024-05-24,Pelota de Fútbol,Deportes,487.91,4,Gabriela Moreno,Ciudad de México,Sucursal Sur,Tarjeta de Crédito,Ernesto Campos,Nocturno
4507,2024-12-19,Crema Facial,Belleza,264.75,12,Enrique Guerrero,León,Sucursal Centro,Tarjeta de Crédito,Daniel Cervantes,Nocturno
4508,2025-12-29,Bloques Didácticos,Juguetes,132.04,5,José Rodríguez,Guadalajara,Sucursal Centro,Tarjeta de Débito,Felipe Ríos,Matutino
4509,2025-08-17,Folder,Papelería,52.64,17,Pablo Álvarez,Guadalajara,Sucursal Norte,Tarjeta de Débito,Andrés Mora,Vespertino
4510,2024-02-28,Esmalte,Belleza,87.2,6,Alberto Varela,Mérida,Sucursal Norte,Tarjeta de Débito,Cecilia Ortiz,Matutino
4511,2025-01-28,Pantalón,Ropa,441.66,18,Patricia Muñoz,León,Sucursal Centro,Transferencia,Adriana Méndez,Matutino
4512,2025-12-11,Detergente,Hogar,82.07,15,Mónica Ibáñez,Puebla,Sucursal Centro,Transferencia,Rodrigo Salinas,Matutino
4513,2025-11-18,Toalla,Hogar,114.55,5,Guillermo León,León,Sucursal Centro,Tarjeta de Débito,Daniel Cervantes,Nocturno
4514,2024-06-14,Camiseta,Ropa,341.89,18,Sergio Gutiérrez,Puebla,Sucursal Norte,Tarjeta de Débito,Osvaldo Ramos,Vespertino
4515,2025-08-19,Sudadera,Ropa,328.02,9,Renata Suárez,Guadalajara,Sucursal Norte,Tarjeta de Crédito,Patricia Lara,Matutino
4516,2024-06-24,Almohada,Hogar,192.21,4,Carolina Castro,Guadalajara,Sucursal Norte,Transferencia,Patricia Lara,Matutino
4517,2025-07-25,Chocolate,Alimentos,49.57,4,Adriana Molina,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Lorena Soto,Nocturno
4518,2025-05-04,Tijeras,Papelería,71.89,8,Cecilia Trujillo,Monterrey,Sucursal Norte,Transferencia,Samuel Torres,Vespertino
4519,2024-07-13,Lámpara,Hogar,311.73,3,Juan Cervantes,Tijuana,Sucursal Norte,Tarjeta de Débito,Carmen Villanueva,Vespertino
4520,2025-10-04,Rompecabezas,Juguetes,206.45,14,Eduardo Jiménez,Mérida,Sucursal Norte,Tarjeta de Débito,Cecilia Ortiz,Matutino
4521,2025-06-28,Lámpara,Hogar,593.45,7,Gabriela Moreno,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Lorena Soto,Nocturno
4522,2025-04-08,Café,Alimentos,83.47,14,Carlos López,Guadalajara,Sucursal Sur,Tarjeta de Crédito,Estela Cruz,Vespertino
4523,2024-01-20,Teclado,Electrónica,234.3,13,Valentina Cruz,Ciudad de México,Sucursal Sur,Transferencia,Diana Reyes,Vespertino
4524,2024-01-10,Tijeras,Papelería,54.19,6,Carlos López,Puebla,Sucursal Norte,Tarjeta de Crédito,Irene Castillo,Matutino
4525,2025-04-15,Pelota de Fútbol,Deportes,456.36,19,Guillermo León,Puebla,Sucursal Centro,Transferencia,Beatriz Flores,Nocturno
4526,2025-08-26,Almohada,Hogar,156.73,12,Pablo Álvarez,León,Sucursal Centro,Tarjeta de Débito,Daniel Cervantes,Nocturno
4527,2024-02-04,Colchoneta,Deportes,517.16,12,Enrique Guerrero,Guadalajara,Sucursal Sur,Efectivo,Estela Cruz,Vespertino
4528,2024-10-15,Labial,Belleza,92.0,3,Laura Hernández,León,Sucursal Norte,Tarjeta de Débito,Perla Guzmán,Vespertino
4529,2025-12-06,Cuaderno,Papelería,95.91,10,Patricia Muñoz,León,Sucursal Centro,Transferencia,Daniel Cervantes,Nocturno
4530,2025-07-21,Jugo,Alimentos,57.22,20,Fernando Flores,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Ernesto Campos,Nocturno
4531,2024-08-16,Agua,Alimentos,15.23,20,Manuel Bravo,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Jorge Vargas,Vespertino
4532,2025-02-10,Bolígrafo,Papelería,37.14,18,Paola Mendoza,Tijuana,Sucursal Centro,Tarjeta de Crédito,Alejandro Medina,Matutino
4533,2024-05-29,Zapatos Deportivos,Deportes,1754.96,8,Ignacio Miranda,Monterrey,Sucursal Sur,Transferencia,Susana Palacios,Vespertino
4534,2025-03-24,Muñeca,Juguetes,352.53,12,Paola Mendoza,Guadalajara,Sucursal Sur,Tarjeta de Crédito,Estela Cruz,Vespertino
4535,2024-04-06,Rompecabezas,Juguetes,333.57,16,Fernanda Luna,Ciudad de México,Sucursal Sur,Tarjeta de Crédito,Diana Reyes,Vespertino
4536,2024-08-31,Sudadera,Ropa,527.8,14,Rosa Ávila,Monterrey,Sucursal Norte,Transferencia,Samuel Torres,Vespertino
4537,2025-04-22,Rompecabezas,Juguetes,261.49,12,Arturo Navarro,Ciudad de México,Sucursal Norte,Tarjeta de Crédito,Jorge Vargas,Vespertino
4538,2024-03-08,Pantalón,Ropa,650.14,17,Eduardo Jiménez,Monterrey,Sucursal Norte,Tarjeta de Crédito,Samuel Torres,Vespertino
4539,2024-05-15,Shampoo,Belleza,138.74,5,Daniela Herrera,Ciudad de México,Sucursal Centro,Efectivo,Miguel Peña,Matutino
4540,2024-08-20,Toalla,Hogar,168.3,17,Paola Mendoza,Mérida,Sucursal Norte,Tarjeta de Débito,Ramón Delgado,Nocturno
4541,2025-01-18,Auriculares,Electrónica,434.21,6,Carolina Castro,Puebla,Sucursal Norte,Tarjeta de Débito,Irene Castillo,Matutino
4542,2025-06-23,Almohada,Hogar,310.49,6,Daniela Herrera,Guadalajara,Sucursal Centro,Tarjeta de Débito,Felipe Ríos,Matutino
4543,2024-03-29,Pantalón,Ropa,348.76,13,Luis Espinoza,Puebla,Sucursal Centro,Tarjeta de Débito,Beatriz Flores,Nocturno
4544,2025-05-08,Crema Facial,Belleza,241.52,10,Miguel González,Mérida,Sucursal Centro,Tarjeta de Crédito,Natalia Rojas,Nocturno
4545,2024-09-18,Auriculares,Electrónica,1432.66,6,Fernanda Luna,Puebla,Sucursal Norte,Efectivo,Irene Castillo,Matutino
4546,2025-08-25,Marcadores,Papelería,58.3,5,Miguel González,Ciudad de México,Sucursal Sur,Tarjeta de Crédito,Ernesto Campos,Nocturno
4547,2025-03-09,USB Flash Drive,Electrónica,129.25,5,Julio Cortez,Monterrey,Sucursal Centro,Efectivo,Raúl Guerrero,Matutino
4548,2025-10-06,Labial,Belleza,148.55,19,Rebeca Campos,Tijuana,Sucursal Norte,Transferencia,Iván Espinoza,Nocturno
4549,2024-04-23,Camiseta,Ropa,167.91,2,Pablo Álvarez,León,Sucursal Norte,Efectivo,Perla Guzmán,Vespertino
4550,2025-08-03,Bloques Didácticos,Juguetes,206.67,6,Manuel Bravo,Monterrey,Sucursal Centro,Tarjeta de Crédito,Raúl Guerrero,Matutino
4551,2025-01-21,Lámpara,Hogar,317.51,13,Eduardo Jiménez,Monterrey,Sucursal Sur,Tarjeta de Débito,Marcos Aguilar,Nocturno
4552,2024-04-15,Tijeras,Papelería,45.47,1,Paola Mendoza,Monterrey,Sucursal Centro,Efectivo,Graciela Núñez,Nocturno
4553,2025-01-27,Colchoneta,Deportes,889.92,12,Lucía Ramos,Puebla,Sucursal Centro,Tarjeta de Débito,Beatriz Flores,Nocturno
4554,2025-10-08,Bolígrafo,Papelería,19.45,2,Diego Cabrera,Monterrey,Sucursal Sur,Tarjeta de Débito,Marcos Aguilar,Nocturno
4555,2024-08-31,USB Flash Drive,Electrónica,103.34,20,Fernando Flores,Guadalajara,Sucursal Norte,Transferencia,Andrés Mora,Vespertino
4556,2024-06-11,Gorra,Ropa,168.15,18,Mariana Medina,Ciudad de México,Sucursal Norte,Transferencia,Rosa Méndez,Matutino
4557,2024-10-25,Cargador,Electrónica,392.06,15,Valentina Cruz,Mérida,Sucursal Centro,Tarjeta de Crédito,Natalia Rojas,Nocturno
4558,2025-06-30,Folder,Papelería,38.09,11,José Rodríguez,Tijuana,Sucursal Norte,Efectivo,Iván Espinoza,Nocturno
4559,2024-08-06,Agua,Alimentos,19.63,1,Verónica Aguilar,Puebla,Sucursal Norte,Tarjeta de Crédito,Osvaldo Ramos,Vespertino
4560,2024-11-13,Pantalón,Ropa,477.97,4,Luis Espinoza,Monterrey,Sucursal Sur,Efectivo,Marcos Aguilar,Nocturno
4561,2025-03-19,Zapatos Deportivos,Deportes,856.25,16,Silvia Fuentes,Guadalajara,Sucursal Sur,Tarjeta de Débito,Héctor Lima,Nocturno
4562,2025-02-12,Muñeca,Juguetes,597.87,19,Natalia Ruiz,Tijuana,Sucursal Centro,Efectivo,Valeria Fuentes,Vespertino
4563,2024-12-19,Shampoo,Belleza,84.03,3,Ricardo Castillo,Tijuana,Sucursal Centro,Tarjeta de Débito,Valeria Fuentes,Vespertino
4564,2025-07-18,Muñeca,Juguetes,450.63,18,Miguel González,Ciudad de México,Sucursal Centro,Efectivo,Lorena Soto,Nocturno
4565,2025-07-20,Almohada,Hogar,242.76,2,Alicia Ponce,Ciudad de México,Sucursal Sur,Transferencia,Diana Reyes,Vespertino
4566,2025-11-23,Muñeca,Juguetes,406.35,8,Valentina Cruz,Monterrey,Sucursal Norte,Efectivo,Samuel Torres,Vespertino
4567,2025-03-27,Lámpara,Hogar,362.72,13,Natalia Ruiz,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Lorena Soto,Nocturno
4568,2025-03-29,Galletas,Alimentos,48.8,14,Elena Delgado,Monterrey,Sucursal Sur,Efectivo,Susana Palacios,Vespertino
4569,2025-11-19,Bloques Didácticos,Juguetes,276.29,16,Alberto Varela,Monterrey,Sucursal Sur,Efectivo,Marcos Aguilar,Nocturno
4570,2024-10-11,Shampoo,Belleza,95.87,6,Eduardo Jiménez,Puebla,Sucursal Centro,Transferencia,Rodrigo Salinas,Matutino
4571,2024-01-28,Marcadores,Papelería,46.75,3,Sandra Peña,León,Sucursal Norte,Transferencia,Arturo Sandoval,Matutino
4572,2025-09-26,Marcadores,Papelería,104.2,6,Ximena Paredes,Ciudad de México,Sucursal Sur,Tarjeta de Crédito,Diana Reyes,Vespertino
4573,2024-03-17,Rompecabezas,Juguetes,338.87,16,Pablo Álvarez,Puebla,Sucursal Norte,Efectivo,Osvaldo Ramos,Vespertino
4574,2025-07-02,Laptop,Electrónica,14501.29,2,Alberto Varela,Tijuana,Sucursal Centro,Tarjeta de Débito,Alejandro Medina,Matutino
4575,2024-04-05,Auriculares,Electrónica,1238.95,6,Rebeca Campos,Puebla,Sucursal Centro,Tarjeta de Crédito,Rodrigo Salinas,Matutino
4576,2024-10-19,Bloques Didácticos,Juguetes,136.66,8,Eduardo Jiménez,Guadalajara,Sucursal Norte,Tarjeta de Crédito,Patricia Lara,Matutino
4577,2024-10-17,Almohada,Hogar,301.12,15,Isabel Ramírez,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Diana Reyes,Vespertino
4578,2025-02-11,Almohada,Hogar,344.87,13,Mónica Ibáñez,Tijuana,Sucursal Centro,Tarjeta de Crédito,Alejandro Medina,Matutino
4579,2025-03-24,Toalla,Hogar,128.94,18,Ramón Ortega,León,Sucursal Norte,Transferencia,Arturo Sandoval,Matutino
4580,2025-09-15,Rompecabezas,Juguetes,374.82,1,Alicia Ponce,León,Sucursal Centro,Tarjeta de Débito,Adriana Méndez,Matutino
4581,2025-04-29,Almohada,Hogar,342.48,18,Jorge Romero,Mérida,Sucursal Centro,Efectivo,Bruno Herrera,Vespertino
4582,2025-01-09,Galletas,Alimentos,52.17,14,Óscar Ríos,Guadalajara,Sucursal Norte,Tarjeta de Débito,Patricia Lara,Matutino
4583,2025-04-29,Toalla,Hogar,108.91,9,Tomás Vega,Ciudad de México,Sucursal Centro,Transferencia,Lorena Soto,Nocturno
4584,2024-09-25,Toalla,Hogar,247.11,5,Daniela Herrera,Ciudad de México,Sucursal Norte,Efectivo,Rosa Méndez,Matutino
4585,2025-11-05,Labial,Belleza,143.83,17,David Torres,Puebla,Sucursal Norte,Tarjeta de Crédito,Irene Castillo,Matutino
4586,2024-03-06,Folder,Papelería,28.73,16,Sandra Peña,Mérida,Sucursal Centro,Tarjeta de Crédito,Natalia Rojas,Nocturno
4587,2024-04-12,Labial,Belleza,154.46,18,Miguel González,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Diana Reyes,Vespertino
4588,2025-01-01,Almohada,Hogar,377.4,5,Roberto Reyes,Ciudad de México,Sucursal Sur,Transferencia,Diana Reyes,Vespertino
4589,2025-04-17,Camiseta,Ropa,371.3,10,Roberto Reyes,Guadalajara,Sucursal Norte,Tarjeta de Crédito,Patricia Lara,Matutino
4590,2024-08-15,Auriculares,Electrónica,1369.85,18,Daniela Herrera,Guadalajara,Sucursal Sur,Efectivo,Héctor Lima,Nocturno
4591,2025-09-19,Jugo,Alimentos,33.37,3,Héctor Soto,León,Sucursal Norte,Tarjeta de Débito,Perla Guzmán,Vespertino
4592,2025-10-30,Pantalón,Ropa,553.58,9,Ramón Ortega,Guadalajara,Sucursal Centro,Tarjeta de Débito,Claudia Vega,Nocturno
4593,2025-10-25,Guantes de Box,Deportes,717.3,3,Natalia Ruiz,Monterrey,Sucursal Sur,Tarjeta de Crédito,Susana Palacios,Vespertino
4594,2024-12-25,Marcadores,Papelería,119.78,14,Jorge Romero,Puebla,Sucursal Centro,Tarjeta de Crédito,Rodrigo Salinas,Matutino
4595,2025-06-15,Bolígrafo,Papelería,38.08,15,Sergio Gutiérrez,Monterrey,Sucursal Norte,Tarjeta de Crédito,Norma Ibarra,Matutino
4596,2025-02-01,Bloques Didácticos,Juguetes,307.8,11,Diego Cabrera,Ciudad de México,Sucursal Sur,Tarjeta de Crédito,Ernesto Campos,Nocturno
4597,2025-08-02,Almohada,Hogar,160.6,14,Renata Suárez,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Miguel Peña,Matutino
4598,2024-09-15,Bolígrafo,Papelería,43.76,20,Alicia Ponce,Ciudad de México,Sucursal Norte,Tarjeta de Débito,Jorge Vargas,Vespertino
4599,2024-02-27,Agua,Alimentos,32.44,3,Juan Cervantes,León,Sucursal Centro,Transferencia,Daniel Cervantes,Nocturno
4600,2024-07-02,Folder,Papelería,51.23,18,Adriana Molina,Guadalajara,Sucursal Sur,Tarjeta de Crédito,Estela Cruz,Vespertino
4601,2024-11-26,Sudadera,Ropa,365.72,11,Luis Espinoza,Ciudad de México,Sucursal Sur,Efectivo,Diana Reyes,Vespertino
4602,2025-03-01,Guantes de Box,Deportes,803.62,10,Miguel González,Ciudad de México,Sucursal Centro,Efectivo,Miguel Peña,Matutino
4603,2025-04-15,Calcetines,Ropa,71.77,20,Valentina Cruz,León,Sucursal Norte,Efectivo,Perla Guzmán,Vespertino
4604,2024-10-07,Bloques Didácticos,Juguetes,241.54,6,Luis Espinoza,Monterrey,Sucursal Norte,Efectivo,Samuel Torres,Vespertino
4605,2024-07-10,Sudadera,Ropa,557.93,11,Alicia Ponce,Mérida,Sucursal Norte,Tarjeta de Débito,Ramón Delgado,Nocturno
4606,2024-08-15,Almohada,Hogar,161.12,1,Roberto Reyes,León,Sucursal Norte,Efectivo,Arturo Sandoval,Matutino
4607,2024-06-11,Lámpara,Hogar,506.6,8,Ramón Ortega,Tijuana,Sucursal Norte,Transferencia,Iván Espinoza,Nocturno
4608,2024-08-11,Calcetines,Ropa,45.29,3,Adriana Molina,Tijuana,Sucursal Norte,Tarjeta de Crédito,Iván Espinoza,Nocturno
4609,2025-09-07,Guantes de Box,Deportes,1192.92,10,Patricia Muñoz,Tijuana,Sucursal Centro,Transferencia,Valeria Fuentes,Vespertino
4610,2025-06-22,Bloques Didácticos,Juguetes,147.69,10,Paola Mendoza,Mérida,Sucursal Centro,Tarjeta de Crédito,Natalia Rojas,Nocturno
4611,2024-05-11,Agua,Alimentos,25.72,15,Mónica Ibáñez,Guadalajara,Sucursal Centro,Tarjeta de Débito,Claudia Vega,Nocturno
4612,2024-12-21,Detergente,Hogar,123.33,14,Ana García,Ciudad de México,Sucursal Sur,Tarjeta de Débito,Diana Reyes,Vespertino
4613,2024-05-15,Agua,Alimentos,39.67,14,Verónica Aguilar,Ciudad de México,Sucursal Sur,Tarjeta de Crédito,Ernesto Campos,Nocturno
4614,2024-06-29,Carro de Juguete,Juguetes,382.49,18,Jorge Romero,Guadalajara,Sucursal Sur,Tarjeta de Débito,Estela Cruz,Vespertino
4615,2025-03-13,Chocolate,Alimentos,88.16,5,Isabel Ramírez,Monterrey,Sucursal Sur,Tarjeta de Crédito,Marcos Aguilar,Nocturno
4616,2024-07-20,Crema Facial,Belleza,474.0,6,Natalia Ruiz,Monterrey,Sucursal Norte,Tarjeta de Crédito,Norma Ibarra,Matutino
4617,2024-09-16,Almohada,Hogar,241.46,20,Julio Cortez,Mérida,Sucursal Centro,Tarjeta de Débito,Bruno Herrera,Vespertino
4618,2024-03-28,Colchoneta,Deportes,624.41,8,Tomás Vega,Monterrey,Sucursal Norte,Tarjeta de Crédito,Norma Ibarra,Matutino
4619,2025-01-15,Rompecabezas,Juguetes,166.17,17,Héctor Soto,Puebla,Sucursal Centro,Tarjeta de Crédito,Rodrigo Salinas,Matutino
4620,2024-02-06,Carro de Juguete,Juguetes,216.4,15,Alicia Ponce,Monterrey,Sucursal Norte,Transferencia,Norma Ibarra,Matutino
4621,2024-12-23,Camiseta,Ropa,300.92,16,Fernando Flores,León,Sucursal Centro,Tarjeta de Débito,Daniel Cervantes,Nocturno
4622,2024-02-18,Carro de Juguete,Juguetes,461.41,4,Beatriz Rojas,Guadalajara,Sucursal Sur,Tarjeta de Débito,Héctor Lima,Nocturno
4623,2025-12-30,Calcetines,Ropa,60.27,16,Arturo Navarro,Guadalajara,Sucursal Norte,Transferencia,Andrés Mora,Vespertino
4624,2024-09-19,Pelota de Fútbol,Deportes,589.34,17,Manuel Bravo,León,Sucursal Centro,Efectivo,Adriana Méndez,Matutino
4625,2024-07-02,Shampoo,Belleza,104.28,1,Laura Hernández,Puebla,Sucursal Norte,Transferencia,Irene Castillo,Matutino
4626,2025-02-04,Bolígrafo,Papelería,24.92,7,María Martínez,Mérida,Sucursal Norte,Transferencia,Cecilia Ortiz,Matutino
4627,2025-12-28,Auriculares,Electrónica,1184.5,8,Beatriz Rojas,Tijuana,Sucursal Norte,Efectivo,Carmen Villanueva,Vespertino
4628,2025-03-26,Lámpara,Hogar,352.06,20,Sofía Pérez,Monterrey,Sucursal Norte,Tarjeta de Débito,Samuel Torres,Vespertino
4629,2024-11-06,Perfume,Belleza,1157.09,6,Ramón Ortega,Ciudad de México,Sucursal Sur,Efectivo,Diana Reyes,Vespertino
4630,2025-04-10,Almohada,Hogar,267.33,6,Isabel Ramírez,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Miguel Peña,Matutino
4631,2024-06-09,Café,Alimentos,180.39,18,Andrés Vargas,Mérida,Sucursal Centro,Transferencia,Bruno Herrera,Vespertino
4632,2025-05-17,Bloques Didácticos,Juguetes,123.05,15,Pablo Álvarez,León,Sucursal Norte,Tarjeta de Débito,Arturo Sandoval,Matutino
4633,2025-01-16,Pelota de Fútbol,Deportes,252.39,1,Jorge Romero,Guadalajara,Sucursal Norte,Transferencia,Patricia Lara,Matutino
4634,2024-04-09,Galletas,Alimentos,77.83,1,Marco Sánchez,León,Sucursal Norte,Efectivo,Perla Guzmán,Vespertino
4635,2024-06-29,USB Flash Drive,Electrónica,81.6,6,David Torres,Monterrey,Sucursal Sur,Efectivo,Susana Palacios,Vespertino
4636,2024-06-12,Lámpara,Hogar,735.59,7,Verónica Aguilar,Mérida,Sucursal Centro,Transferencia,Natalia Rojas,Nocturno
4637,2025-10-06,Shampoo,Belleza,88.41,12,Valentina Cruz,Monterrey,Sucursal Centro,Tarjeta de Débito,Raúl Guerrero,Matutino
4638,2025-11-25,Agua,Alimentos,37.03,17,Sandra Peña,Monterrey,Sucursal Centro,Tarjeta de Crédito,Graciela Núñez,Nocturno
4639,2025-07-25,Laptop,Electrónica,9601.38,6,Manuel Bravo,León,Sucursal Centro,Transferencia,Daniel Cervantes,Nocturno
4640,2025-04-27,Auriculares,Electrónica,559.24,11,Sebastián Fuentes,Monterrey,Sucursal Centro,Tarjeta de Crédito,Raúl Guerrero,Matutino
4641,2025-02-22,Carro de Juguete,Juguetes,306.37,8,Mónica Ibáñez,Puebla,Sucursal Centro,Tarjeta de Débito,Beatriz Flores,Nocturno
4642,2024-08-15,Cargador,Electrónica,353.72,3,Carolina Castro,Mérida,Sucursal Norte,Efectivo,Ramón Delgado,Nocturno
4643,2024-12-31,Labial,Belleza,161.59,16,Fernanda Luna,Guadalajara,Sucursal Norte,Transferencia,Andrés Mora,Vespertino
4644,2025-01-06,Chocolate,Alimentos,66.11,4,Isabel Ramírez,Ciudad de México,Sucursal Centro,Tarjeta de Crédito,Lorena Soto,Nocturno
4645,2024-02-05,Auriculares,Electrónica,393.93,17,Ana García,Monterrey,Sucursal Sur,Tarjeta de Débito,Susana Palacios,Vespertino
4646,2025-11-30,Chocolate,Alimentos,71.21,10,Guillermo León,Monterrey,Sucursal Norte,Efectivo,Norma Ibarra,Matutino
4647,2025-10-19,Jugo,Alimentos,43.09,2,Rosa Ávila,Guadalajara,Sucursal Centro,Transferencia,Claudia Vega,Nocturno
4648,2025-11-22,Tijeras,Papelería,35.17,2,Sandra Peña,Ciudad de México,Sucursal Norte,Efectivo,Rosa Méndez,Matutino
4649,2025-03-03,Esmalte,Belleza,55.02,20,Alejandra Morales,Guadalajara,Sucursal Sur,Tarjeta de Crédito,Héctor Lima,Nocturno
4650,2025-04-23,Mouse,Electrónica,160.25,9,Alicia Ponce,Monterrey,Sucursal Centro,Tarjeta de Crédito,Graciela Núñez,Nocturno
4651,2025-06-05,Perfume,Belleza,1138.46,12,Sergio Gutiérrez,Guadalajara,Sucursal Centro,Transferencia,Claudia Vega,Nocturno
4652,2025-10-30,Folder,Papelería,57.62,9,Roberto Reyes,Guadalajara,Sucursal Sur,Efectivo,Héctor Lima,Nocturno
4653,2025-09-16,Gorra,Ropa,140.09,20,Rebeca Campos,Monterrey,Sucursal Norte,Transferencia,Norma Ibarra,Matutino
4654,2024-11-28,Perfume,Belleza,346.35,5,Óscar Ríos,León,Sucursal Norte,Tarjeta de Crédito,Perla Guzmán,Vespertino
4655,2025-09-28,Lámpara,Hogar,450.15,16,David Torres,Monterrey,Sucursal Sur,Transferencia,Susana Palacios,Vespertino
4656,2024-06-13,Rompecabezas,Juguetes,237.41,19,Patricia Muñoz,Monterrey,Sucursal Norte,Transferencia,Norma Ibarra,Matutino
4657,2024-08-02,Marcadores,Papelería,52.01,13,Marco Sánchez,Ciudad de México,Sucursal Centro,Tarjeta de Débito,Miguel Peña,Matutino
4658,2024-04-09,Marcadores,Papelería,66.27,2,Sebastián Fuentes,Monterrey,Sucursal Sur,Transferencia,Marcos Aguilar,Nocturno
4659,2025-01-05,Laptop,Electrónica,22582.72,5,Fernanda Luna,Monterrey,Sucursal Norte,Tarjeta de Crédito,Samuel Torres,Vespertino
4660,2025-07-22,Lámpara,Hogar,734.83,12,María Martínez,Monterrey,Sucursal Sur,Efectivo,Susana Palacios,Vespertino
4661,2024-06-13,Galletas,Alimentos,76.27,7,Gabriela Moreno,Guadalajara,Sucursal Norte,Tarjeta de Crédito,Andrés Mora,Vespertino
4662,2024-05-15,Marcadores,Papelería,62.49,8,Óscar Ríos,Monterrey,Sucursal Norte,Tarjeta de Crédito,Norma Ibarra,Matutino
4663,2024-02-20,Crema Facial,Belleza,305.45,5,Carolina Castro,Guadalajara,Sucursal Sur,Tarjeta de Crédito,Héctor Lima,Nocturno
4664,2024-02-17,Sudadera,Ropa,381.09,1,Manuel Bravo,Ciudad de México,Sucursal Centro,Efectivo,Miguel Peña,Matutino
4665,2025-04-26,Cargador,Electrónica,181.79,8,Marco Sánchez,Monterrey,Sucursal Norte,Tarjeta de Débito,Samuel Torres,Vespertino
